type	latitude	longitude	name	desc	url
W	41.884722220	-71.199166670	PR-19-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.783055560	-71.177222220	PR-29-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.799722220	-71.164444440	PR-29-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.673888890	-71.241388890	PR-38-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.674722220	-71.265555560	PR-38-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.630000000	-71.436388890	PR-58-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.616111110	-71.432777780	PR-58-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.720833330	-71.597500000	PR-69-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.691388890	-71.630555560	PR-69-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.842500000	-71.715555560	PR-79-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.839722220	-71.731944440	PR-79-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.970833330	-71.573888890	PR-99-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.982500000	-71.577777780	PR-99-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	44.229444440	-103.071388890	E-01-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	44.204166670	-103.097777780	E-01-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	44.158611110	-102.981111110	E-20-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	44.150555560	-103.003333330	E-20-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	44.087777780	-103.086666670	E-40-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	44.103611110	-103.098611110	E-40-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	44.158055560	-103.208055560	E-70-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	44.153055560	-103.216388890	E-70-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	30.105000000	-97.591666670	BG-40-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	30.091666670	-97.587777780	BG-40-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	30.305555560	-97.840000000	BG-80-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	30.314444440	-97.866666670	BG-80-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	33.274444440	-97.131944440	DF-01-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	33.290277780	-97.133888890	DF-01-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	32.763055560	-96.312222220	DF-20-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	32.766666670	-96.295000000	DF-20-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	32.390555560	-97.166944440	DF-50-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	32.380000000	-97.169166670	DF-50-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	32.846666670	-98.045000000	DF-70-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	32.850000000	-98.059722220	DF-70-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	32.564444440	-99.716666670	DY-10-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	32.580277780	-99.717222220	DY-10-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	32.284722220	-99.943611110	DY-50-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	32.271111110	-99.958333330	DY-50-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	37.083888890	-76.298611110	N-02-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	37.091388890	-76.286666670	N-02-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	36.930833330	-76.024444440	N-25/29-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	36.923055560	-76.018611110	N-25/29-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	36.789444440	-76.141944440	N-36-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	36.787500000	-76.129444440	N-36-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	36.699722220	-76.345833330	N-52-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	36.690277780	-76.341388890	N-52-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	36.853055560	-76.467222220	N-63-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	36.851111110	-76.478333330	N-63-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	36.975555560	-76.557777780	N-75-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	36.962222220	-76.563611110	N-75-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	37.140000000	-76.499166670	N-85-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	37.133611110	-76.505277780	N-85-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	37.052222220	-76.388055560	N-93-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	37.059444440	-76.395555560	N-93-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	47.702777780	-117.577500000	F-07-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	47.680000000	-117.606666670	F-07-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	47.551388890	-117.553888890	F-37-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
